id,name,last_names,age,gender,group_index,rank_index,id_group,id_rank
6d724112-55e4-4cca-8829-28b259d72191,Cristian,Ríos Vargas,35,Femenino,243,8,e0c31a00-541b-465b-afaf-27525e97765e,8e950693-3c02-450e-b2e4-559b263b10e5
6ddb6b01-dba5-4801-816b-d08af8922477,Eliana,León Pérez,24,Prefiero no decir,620,7,dd566c9a-c1f3-4aef-95dd-b2c961452e5d,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
22807fb2-d79a-4f98-ba84-64847e9f6857,María,Padilla Mercado,31,Masculino,336,3,837a85d1-f212-4a29-9a1b-410036de4d8b,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
e7b29027-bb9e-408d-981a-fd31f63d0ba2,José,Rodríguez Saavedra,33,Femenino,422,8,7b8a4bdb-65a1-465a-a835-a382b8dd5729,8e950693-3c02-450e-b2e4-559b263b10e5
d8d1de71-6ef5-4da4-bdf0-c6e5cb9ad809,Javier,Díaz Torres,20,Masculino,194,7,fc85947b-d5d9-4140-95cc-1c7720dce255,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
f147c173-d64a-4d00-86c2-40636f55a1ec,Paola,Barrera Pabón,28,Femenino,308,5,524a71bc-4f2a-47fc-9132-cbaae6b96c1e,6f548c74-5817-4ea7-8ff4-eae597ec6542
8a08a5b2-e8dd-4f9e-8836-4922453f4cda,Eliana,Salcedo Camacho,29,Masculino,645,6,fd0de9b3-079f-41ea-8ae8-9c05a3690118,a7ea8107-f687-4d1b-a6db-c6092e0e1540
2eb93405-0306-40b3-be61-68b635664f43,Ángel,Prieto Martínez,27,Masculino,506,5,85b349dc-8cc4-4016-bdb2-062d2ccd3d20,6f548c74-5817-4ea7-8ff4-eae597ec6542
9c1da04c-993b-4b20-9c94-6342cbf7b60b,Antonio,Garzón Ruiz,49,Masculino,281,2,89aa50bd-b643-49df-89de-88eb5b61038f,71aa439b-9c20-4101-8f6a-907328950829
528b315c-1cbe-45fa-969f-d7a23f6a97e8,Cristian,Pacheco Becerra,25,Masculino,675,5,de529f5d-c858-40c0-b0c4-64f6a4e40b75,6f548c74-5817-4ea7-8ff4-eae597ec6542
014bd79a-8a42-4296-9401-6b0892918cad,Juliana,Valencia Ramírez,23,Masculino,790,7,5629efa7-cfd1-4d99-a858-b323b71612cc,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
53284ffe-0a6c-44ab-97fe-0cfb595b6274,María,Parra Fernández,51,Masculino,439,1,dce4f5e1-3dc7-43bc-9411-459375c87568,5d47e1aa-e241-4883-85a7-27198ed9a0aa
b5d12f5f-af9a-4d3a-ab6c-23b961e80d30,Cristina,Caicedo Espitia,28,Masculino,715,5,3385ba7e-d7bc-4004-89b3-4e2fd95029df,6f548c74-5817-4ea7-8ff4-eae597ec6542
c7431fdd-aa2a-42dd-b81c-c4f550a609fc,Diego,Rodríguez Fonseca,23,Masculino,608,5,f4f45937-ee14-4cb6-9aa6-476101c58f04,6f548c74-5817-4ea7-8ff4-eae597ec6542
9a498ae0-05b0-4dd6-af25-77041fca5f04,Kevin,Beltrán Suárez,28,Femenino,483,5,47d2212d-bc31-47f2-84b8-17675dc61c14,6f548c74-5817-4ea7-8ff4-eae597ec6542
d1fbb8a0-bc61-4919-9d9c-a7bfc19456a1,Teresa,Barreto Bautista,29,Masculino,223,8,827f0cea-9198-4299-a88a-7c312388c748,8e950693-3c02-450e-b2e4-559b263b10e5
01b84e88-8bad-4e06-9cc7-b057331c9f7e,Javier,Rodríguez Sánchez,36,Femenino,749,5,0d08dc22-3a77-44ca-9916-bc99a976dfb4,6f548c74-5817-4ea7-8ff4-eae597ec6542
fa597bd5-16c3-4078-b7f4-2526f6a9e705,Felipe,Jiménez Murillo,30,Femenino,117,5,8dbdaf14-59a7-4a47-9a37-46cef3cef4b8,6f548c74-5817-4ea7-8ff4-eae597ec6542
32c8e9d5-328f-476a-a7c3-1c36ec646ff6,Isabel,Murillo Monsalve,23,Masculino,192,6,616a804d-1fca-478a-84fa-0c60e5a1380c,a7ea8107-f687-4d1b-a6db-c6092e0e1540
b71bb09e-0525-4052-a2f7-c755914d6071,Constanza,Torres Mosquera,27,Masculino,788,5,dfaa7b95-c4f3-48be-96ec-583eff8a3ef4,6f548c74-5817-4ea7-8ff4-eae597ec6542
ac5ee080-298f-4175-a3b7-515cc7e64314,Andrés,Ortiz Morales,29,Femenino,618,4,f7f90ff5-5cc9-4eff-9a92-eda32eef5bbe,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
bca790da-b943-42b5-9cda-e879c3946f02,Israel,Andrade Valencia,36,Masculino,516,5,4183cb00-2545-48ea-8c32-2805e70068a6,6f548c74-5817-4ea7-8ff4-eae597ec6542
a8193429-83f4-46b8-bef5-d163e1501335,Isabel,Vera Castro,40,Masculino,530,4,c6764b7c-05b9-4f22-9847-c0cb291e0b5b,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
acc3eb82-1044-4a7c-aa49-fb864b6b0aa2,Sergio,Hernández Mena,34,Masculino,307,4,086c8656-71a9-4996-901b-b2e15e4ac6bd,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
01943542-54bd-49fe-bb06-5859dac115ce,José,Ramos Becerra,38,Masculino,532,5,62cf111d-07db-4b42-8733-711139871cce,6f548c74-5817-4ea7-8ff4-eae597ec6542
1249982f-22da-4e5e-be60-649d756c4ed8,Paola,Castro Méndez,29,Masculino,122,5,85102daa-e00d-4f3e-b5fc-6f431b00e8f6,6f548c74-5817-4ea7-8ff4-eae597ec6542
516b6f44-1d81-4a4e-86e3-e9fe2f1dcbf3,Carolina,Lara Quintero,38,Prefiero no decir,649,8,7a2fc7e8-d443-4612-b93f-aa9a0186cf9b,8e950693-3c02-450e-b2e4-559b263b10e5
e2510e3b-946d-4a80-a6c4-3f3c855dd3c0,Nora,Fonseca Camacho,32,Femenino,592,5,e22569dc-093f-48dd-b13d-de951b9d6a34,6f548c74-5817-4ea7-8ff4-eae597ec6542
c87a5a3d-b0b0-41bc-9f08-93bbc1f024b4,Luis,Mesa Cerón,23,Femenino,154,6,6d11c5e1-62a9-411a-942a-f9f83b0c44ca,a7ea8107-f687-4d1b-a6db-c6092e0e1540
14dc4b70-ec66-493a-80af-3af16bc991a9,Elvia,Zapata Torres,25,Masculino,537,6,f29a8d56-ffa3-4048-9f13-64e6797ede9b,a7ea8107-f687-4d1b-a6db-c6092e0e1540
5128ab05-5943-47b9-95ba-0fe1df3c72cd,Estela,Escobar Rojas,53,No binario,452,1,75d0ccb3-19b1-44bd-9613-0db56690265e,5d47e1aa-e241-4883-85a7-27198ed9a0aa
a6eae2e8-119e-4191-be7b-2d0f97d57df1,Rosario,Ospina Palacios,21,Femenino,169,6,2f1f1343-4e45-4126-b48b-94bdb51611b0,a7ea8107-f687-4d1b-a6db-c6092e0e1540
cccbbd95-7cdb-4db4-a75a-48ad9f646809,Luisa,Romero Cardona,36,Femenino,59,4,c2a56109-9ff7-4138-9f04-5a58dccc154f,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
d571193a-12cf-40d6-9f77-b626c34b9c43,Patricia,Melo Murcia,38,Femenino,301,8,01e6f339-3b1f-482b-81ee-a93806d9ec55,8e950693-3c02-450e-b2e4-559b263b10e5
4c249cb3-bfa1-48d6-afb2-47d9fb80b897,Alejandro,Castro Arrieta,32,Masculino,553,4,48377c82-32aa-4933-80f6-27201af7760f,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
fac540c2-a822-40ff-881b-d6323a4c08c7,Paola,Palacios León,29,Femenino,550,5,77773405-2ae5-47e6-a93d-86e6d1dfdba8,6f548c74-5817-4ea7-8ff4-eae597ec6542
99d05060-b123-4502-a83f-ab0a275a3258,Ernesto,Salazar Delgado,33,Femenino,117,3,8dbdaf14-59a7-4a47-9a37-46cef3cef4b8,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
bcc14416-3713-42d0-b153-28cc0eea86ef,Miguel,Blanco Gaitán,30,No binario,787,8,456626a8-6622-4d27-bfe9-1eb30e08fa5a,8e950693-3c02-450e-b2e4-559b263b10e5
a9f5c4cc-659e-46c6-b5e5-6caff9316157,Julio,Peña Yepes,28,Masculino,782,5,45775078-c080-4148-acf2-956f97816572,6f548c74-5817-4ea7-8ff4-eae597ec6542
61b58d54-5889-4422-a41a-b8441e3c1e0e,Melissa,Gutiérrez Mantilla,29,Prefiero no decir,127,6,34833aaa-ccee-4131-ba07-ca9f2fb89e55,a7ea8107-f687-4d1b-a6db-c6092e0e1540
7d7ed3dc-c9a9-4c6e-b027-8f905ee05e3e,Vanessa,Melo Barrios,36,Masculino,405,3,08929755-0ea8-48de-a718-43da7587df9a,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
57f72dcc-c192-451b-81c7-8964cc212f6e,Paola,Vega Rodríguez,23,Masculino,399,6,d8e3cc22-ff92-46c3-9b81-91c13fca1d7d,a7ea8107-f687-4d1b-a6db-c6092e0e1540
96c07add-992b-45cd-a94d-1f340afc4e89,Carlos,Muñoz Cifuentes,34,Femenino,515,4,4871a7fa-62ad-4bf6-9eec-67700e70ee44,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
330de458-f56f-4596-8938-85353565d10e,Paola,Monroy Pérez,18,Femenino,498,7,4e1d54cf-d2ed-4ace-909d-3c7e8eb7fece,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
1542fc86-257f-43ba-91ab-c94f831b6fab,Eduardo,Molina Lozano,25,Femenino,528,4,6127265b-db28-46dc-ae07-ec67e8bf5600,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
7ae06d05-2ed4-4fc2-afa3-b707365c8059,Aleida,Ruiz Sánchez,29,Masculino,398,4,aabd2caa-0234-4e07-be52-be959e099c57,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
1524d6a8-b653-4e00-ae3e-9bfec6bdd92f,David,Cárdenas Calderón,46,Masculino,265,2,f603a6be-fc09-4225-be4e-50d030f8d9e0,71aa439b-9c20-4101-8f6a-907328950829
d447b9b1-6bfe-485d-b958-0981b0a6130b,Joan,Santos Cuéllar,29,Femenino,751,5,604eb1fd-46db-4fd5-aa8c-c0823a260b28,6f548c74-5817-4ea7-8ff4-eae597ec6542
a04869a5-2268-4120-ab51-6c97b598baf3,Nora,Silva Marín,33,Masculino,263,5,545e16f3-a249-4851-b896-39fd4429db40,6f548c74-5817-4ea7-8ff4-eae597ec6542
fec5cd54-2ab9-484a-a32f-9633a1b7d371,María,Forero Pérez,31,Femenino,398,3,aabd2caa-0234-4e07-be52-be959e099c57,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
462cc4ea-7b76-4c98-89d4-d7a204c21862,Julián,Méndez Vargas,20,Masculino,646,7,b976f8be-372d-496d-8814-edc9886b8797,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
1e7f5999-1309-44eb-9b5e-57f30e1ca240,Gilberto,Ávila Zapata,23,Masculino,725,5,e0aedd9a-9852-4014-8a55-a811e69ef97d,6f548c74-5817-4ea7-8ff4-eae597ec6542
67fdbd1b-5f51-41bf-ae3d-bfea19ebc7b6,Yeimy,Peña Bedoya,31,No binario,527,5,fe8a05e6-2b41-4e5a-ba17-d2dca8745902,6f548c74-5817-4ea7-8ff4-eae597ec6542
343b96a7-f1b6-473c-a623-11847635d4bb,Javier,González Ríos,24,Masculino,436,5,f1a25150-6afa-4c6b-a126-f59f86519381,6f548c74-5817-4ea7-8ff4-eae597ec6542
f9400fc0-e771-47cd-a115-8d71490c1bec,José,Camacho Zapata,29,Femenino,360,5,9b298069-4539-4245-a0bd-225c91e32684,6f548c74-5817-4ea7-8ff4-eae597ec6542
e2ab592f-5572-41b1-8550-c8e0e6cb3d1f,Edison,Sierra Espitia,30,Masculino,129,5,0f2778d8-1570-4afb-b7f1-b1d9eb24b346,6f548c74-5817-4ea7-8ff4-eae597ec6542
aefef444-42fe-4eef-8124-d7244456f3aa,Susana,Rojas Castillo,33,Masculino,634,4,c6c77962-b982-4363-8f41-774ab045adfb,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
4f774839-1480-428e-a9ae-a5536ce76a1e,Jhon,Londoño Medina,25,Femenino,241,4,7afa1fde-ab31-41d3-9a20-f1dcfd52a492,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
363650a6-0d52-4f36-93f3-ef9ab0d772f3,Helena,Sepúlveda Álvarez,24,Masculino,627,7,f0509ea1-a46b-49a5-9281-219c88fdf1bb,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
d3d45a86-5794-4a2c-86b3-3c89b70d255b,Edwin,López Pedraza,30,Femenino,709,8,d1da64c3-e101-4080-ab46-a6db96bd3e1f,8e950693-3c02-450e-b2e4-559b263b10e5
0fe8dc78-86f0-4c20-adc6-e00ed73d05d4,Julián,Murillo Maldonado,23,Femenino,222,5,a23de83b-cec0-4330-abd0-36c26d6275d5,6f548c74-5817-4ea7-8ff4-eae597ec6542
75fe68fe-4b0f-4f34-a292-09b9cba9332c,Andrés,Mantilla Lozano,38,Femenino,214,4,38e1f4c4-c250-4600-970b-00f99fc7f1f7,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
ff9f807a-288a-4250-a08c-a24ebccb6506,José,Reyes Rodríguez,27,Femenino,592,6,e22569dc-093f-48dd-b13d-de951b9d6a34,a7ea8107-f687-4d1b-a6db-c6092e0e1540
38448979-4935-4dab-a0fb-a80e2143deff,Edwin,Cárdenas Molina,28,Femenino,775,5,ab0e0525-5a34-4c1a-9745-08d101b459fd,6f548c74-5817-4ea7-8ff4-eae597ec6542
99700341-6aef-484f-8093-147d195ebf31,María,López Navarro,52,Femenino,135,2,8d3eb714-d441-40d7-8537-906fecf827db,71aa439b-9c20-4101-8f6a-907328950829
926115d7-344e-46cc-98f3-17526f37113b,Eduardo,Morales Muñoz,32,Masculino,754,4,90da089c-dae2-46f4-8d6d-4b580098e1fa,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
cdeab8e2-b480-48f8-ae44-7bc2d0e09171,Henry,Hernández Rodríguez,25,Femenino,386,6,78fdc020-5cdc-4245-b26f-a50c84407167,a7ea8107-f687-4d1b-a6db-c6092e0e1540
e82496fe-d23c-4ca3-9857-537c44f559e5,Liseth,Rodríguez Vergara,26,Femenino,303,6,79fc5ed8-0659-44b5-996c-f841494eb5cb,a7ea8107-f687-4d1b-a6db-c6092e0e1540
c307b40e-79c5-43ec-b8c3-a59e6cea7fe4,Guillermo,Ortiz Buitrago,52,Masculino,782,2,45775078-c080-4148-acf2-956f97816572,71aa439b-9c20-4101-8f6a-907328950829
797ffe2d-e4f4-4a22-84f3-8bc7e8731be5,Jhon,Muñoz Valderrama,27,Masculino,287,4,5533bff1-70e4-4b45-a98a-5bbae8d05317,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
8092596d-65b8-4efa-afa0-70541b6604aa,Paula,Romero Contreras,44,Masculino,562,4,1f14e50e-2c7a-4bd0-a0bf-14d66f320eb5,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
c8803571-571b-46d5-af95-5a5115ab5243,María,Molina Martínez,28,Masculino,189,6,c38077c2-8c5d-44db-b303-bc3b67360e6f,a7ea8107-f687-4d1b-a6db-c6092e0e1540
983f17e3-6c44-4923-ab50-e4d42a7689d8,María,Acevedo Salas,54,Masculino,297,1,cbdb7c87-1818-48d8-8140-8bd7c7289846,5d47e1aa-e241-4883-85a7-27198ed9a0aa
5a226777-7049-490e-8d9d-e81b76038efd,Sofía,Castro Sepúlveda,34,Femenino,526,3,ab055ac7-b403-4447-9ef8-4bdd8479c907,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
c1b6d974-1b4d-451a-a37c-61eb47353f2b,Henry,Medina Díaz,19,Masculino,389,7,eb102741-d392-4c69-8fb6-613eb862a473,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
5a404b8f-973b-46bb-8ac1-625f2026fb49,Fredy,Cardona Sanabria,36,Femenino,459,4,af89e826-95c2-433f-b8bb-b1544144d9cf,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
9549054c-8f0d-40c6-bff0-e2719eb1f654,Johana,Becerra Ospina,26,Femenino,744,6,d5470fc5-033e-4ac0-b840-4fd58cf77648,a7ea8107-f687-4d1b-a6db-c6092e0e1540
dc997b6e-54d8-4869-a182-af8dea3526f2,Yenny,Villamizar Marín,36,Masculino,261,4,5b2917cf-91a9-4555-b7e9-7a244190e0a9,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
1e9b5036-9dcc-4193-b53e-2b0e93211490,Amanda,Barrios Martínez,38,Masculino,704,3,753794f5-a29a-4676-a055-547affbff0ba,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
9dbbdeee-964a-440e-a91a-24a27258eb4e,José,Soto Salgado,36,Masculino,715,4,3385ba7e-d7bc-4004-89b3-4e2fd95029df,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
c84ea4ad-eec2-48a4-ba55-7dd754994e01,Horacio,Rodríguez Ruiz,18,Femenino,773,6,bedf6f76-fe0e-4a2a-8b23-7b93c6eba5ce,a7ea8107-f687-4d1b-a6db-c6092e0e1540
6448083b-b392-4acf-b283-d628faeea863,Rodrigo,Rivera Bolaños,20,Femenino,113,7,f44c8f42-91cc-426e-b7b7-6e7212f1a456,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
9cb0563d-fec3-4948-8643-8f57542de24e,Nelson,Sepúlveda Ariza,18,Masculino,36,7,806ffe72-89d8-4a0a-937d-33ba9a7ff8e1,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
be9f5a4e-7572-444e-b663-47399df5eb5d,José,Correa Rivera,29,Masculino,79,5,f7566239-7cc5-4ed7-b468-d9c1e0dcb03a,6f548c74-5817-4ea7-8ff4-eae597ec6542
c2d92e9f-81b7-4e2b-96e4-d224e65f01eb,María,Martínez Rojas,28,Masculino,275,6,46301c93-c601-48d3-af5f-6d026501c24d,a7ea8107-f687-4d1b-a6db-c6092e0e1540
f40cbbd8-16fc-44a7-a8b5-e5c2c5ee917e,Juan,Carrillo Rodríguez,31,Femenino,278,4,806e5b4e-b4de-4a1d-ae14-0a7d87f4abff,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
3e338d1f-9f1b-4f9b-a2e3-e8e6ee464ecb,Sofía,Delgado Arias,27,Masculino,674,5,5e599dc5-1ac7-43c3-94d1-f188125b1cb5,6f548c74-5817-4ea7-8ff4-eae597ec6542
1836959a-5137-4eaf-aaec-e18658f4a554,Jesús,Vargas González,19,Femenino,312,7,12471468-98c6-4dc3-9fff-bb5203e020cb,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
98623115-d867-46bc-874f-a9e66b06ac3f,Andrea,Monsalve Arias,48,Femenino,529,1,bb3227b1-a947-4059-8d49-f0da3ab362a4,5d47e1aa-e241-4883-85a7-27198ed9a0aa
c707bf78-0d3d-498d-a3b1-d043dafd9d27,Rosa,Sánchez Vanegas,40,Masculino,204,3,9660636f-aa93-4b03-8147-bf82e8f7c868,ad177d80-fa61-4dbc-9a5a-b8409d9773dd
19a62b54-cfac-4768-bb47-b343af140348,Arbey,Ochoa Ordóñez,38,Femenino,17,4,75c7a83f-4b87-48d7-b863-c29b822c99db,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
1d31c2ad-5a4b-4e79-96cb-9dce02173fd4,María,Pinzón Romero,52,Masculino,714,2,ce92df47-b0b1-4623-bdb0-12aa7a548dc1,71aa439b-9c20-4101-8f6a-907328950829
64dd52b3-a266-438e-b599-efa80dad37ec,Eduardo,Jiménez Rubio,30,Masculino,476,4,99aa50f9-280e-4819-a590-df80448cbd35,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
adb5d2cd-30a0-4980-bae3-760f874483c4,Angélica,Díaz Zambrano,27,Masculino,511,6,0216ffd5-ef4f-4aaf-8969-9574166ac61b,a7ea8107-f687-4d1b-a6db-c6092e0e1540
e8b777bd-9eb1-4e15-8964-d41af68c5958,María,Pérez Yepes,33,Masculino,210,5,bd1af2af-39bb-454f-a4be-b894801f9aa2,6f548c74-5817-4ea7-8ff4-eae597ec6542
00bb9936-5ad1-4fbf-82ce-129ca6e0c3c0,Alejandro,Barbosa Correa,24,Masculino,499,7,d7644208-9733-4edd-a60b-1481b2de4973,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
ddc982ef-0061-4085-b1c2-4e1f436f89b8,María,Benítez Rangel,19,Femenino,402,7,d3a27eec-bd7d-404a-86c8-b5868b5bc18a,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
19e01b7d-3363-44c5-9240-182433bad1b0,María,Castillo González,21,Femenino,429,5,a61b2f86-6ced-4e85-8383-a67aba4f14d2,6f548c74-5817-4ea7-8ff4-eae597ec6542
fd42f040-72d6-44d7-bd14-c756de5f6a0a,Luis,Camargo Medina,33,Femenino,78,4,3a76f2f2-8d90-44bd-a06c-ff1381a4dd8f,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
01b15c5e-329b-43fe-a139-62452d12b9d3,Katherin,Ocampo Polo,41,Masculino,568,5,f5365cee-c812-40f3-a38d-851f9f1ded0c,6f548c74-5817-4ea7-8ff4-eae597ec6542
e0651163-5528-4c44-8440-02d0a53cc9a6,Alberto,Moreno Flórez,21,Prefiero no decir,80,6,7092eeb5-6f68-4afa-8da0-5cfcecf77f18,a7ea8107-f687-4d1b-a6db-c6092e0e1540
dadb42e4-a7f6-46cb-bd35-85b4b9d1a41a,Arturo,Gutiérrez Villa,36,Masculino,306,4,a4206bdf-1974-48fb-acb5-e3bf315ecc5f,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
4a252625-9d4d-43de-8e42-1605f72722f5,Sara,Arteaga Herrera,18,Masculino,58,6,f98f7275-dc24-43ea-90d2-9c6cc35efba6,a7ea8107-f687-4d1b-a6db-c6092e0e1540
21fb8687-9124-4b6b-832c-c61377fec0e6,Judith,Marín Rojas,37,Masculino,530,5,c6764b7c-05b9-4f22-9847-c0cb291e0b5b,6f548c74-5817-4ea7-8ff4-eae597ec6542
a9675dfd-7701-43f0-a1a8-4e6d77f3aaf9,Irma,Silva González,22,Femenino,208,5,bae9f22e-0066-42fa-bc47-bba15f01157b,6f548c74-5817-4ea7-8ff4-eae597ec6542
38371c47-ed3b-41a5-b33c-2c9b294c89c7,Lucía,Medina Rodríguez,20,Masculino,511,5,0216ffd5-ef4f-4aaf-8969-9574166ac61b,6f548c74-5817-4ea7-8ff4-eae597ec6542
92ff5c67-c7c7-4778-b1f3-71dea420bddd,Abelardo,Castro Miranda,30,Femenino,135,5,8d3eb714-d441-40d7-8537-906fecf827db,6f548c74-5817-4ea7-8ff4-eae597ec6542
b6317325-a734-4049-a41f-882b24e82a5b,Jerson,Díaz Soto,33,Masculino,522,8,f6fa72c3-1b8e-4ddf-8713-cb0c7d2504f7,8e950693-3c02-450e-b2e4-559b263b10e5
be3a0e2f-c06e-4b21-b04c-e5fdb39afc8f,David,Gómez Gutiérrez,23,Femenino,581,7,6daf8545-3bac-4a7c-a6ed-6272921b2b54,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
27bde629-8e09-4d06-9a0c-59a804db3f5d,María,Rodríguez Arenas,38,Femenino,83,4,c4c01356-33d2-4a20-8f8f-fd0036f5db8f,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
3f727dbd-5e87-4243-abcb-70da88357ca6,María,Sánchez Bravo,18,Femenino,621,7,fc665dd3-abb9-41f7-b569-9e593f16526f,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
60ecc137-fe9f-49c1-b4a7-0c17788fc3f0,Lizeth,Gutiérrez Cifuentes,29,Femenino,44,5,2f77a720-e085-404b-816f-68c2ed52384e,6f548c74-5817-4ea7-8ff4-eae597ec6542
9a57b51c-37af-4182-909c-c587023dc184,Adriana,Osorio Moreno,19,Femenino,483,7,47d2212d-bc31-47f2-84b8-17675dc61c14,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
80a70ca1-3fde-4f2e-8ccb-dad14ef6f00d,Tania,Ávila Arboleda,18,Masculino,644,7,33b778f3-9a68-47ae-9065-a404315f8c6d,8ba0520a-35a1-4f45-bf55-bc2c6c13663d
c30a7fb2-eb82-4e36-9253-85045b90aa38,Enrique,Pérez Osorio,31,Femenino,493,5,513953ac-af02-474e-bbfb-a8596f5e2bc5,6f548c74-5817-4ea7-8ff4-eae597ec6542
e42904f3-5ead-479f-ba3c-f58b3c04055e,David,Cruz Rivera,50,Masculino,499,2,d7644208-9733-4edd-a60b-1481b2de4973,71aa439b-9c20-4101-8f6a-907328950829
6ea46ac4-f15a-439a-bdeb-ca1884b14cec,Carlos,Santos González,31,No binario,18,4,3342ae01-40b3-44ad-94fa-299a96779ae0,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
5b40ea1c-9cec-494a-b698-2e680406471b,Gloria,Monsalve Erazo,28,Femenino,605,5,8c48c81c-8847-4938-9ac3-c05d376cfa84,6f548c74-5817-4ea7-8ff4-eae597ec6542
56d41184-b724-419b-940e-f6dd73ffd029,Jeisson,Gil Torres,24,Masculino,294,6,bba48b45-df4d-49a9-a49d-6d17625a5767,a7ea8107-f687-4d1b-a6db-c6092e0e1540
899df011-9ae6-4a0b-bfe1-45ade48ad339,Luz,Romero Salas,32,Femenino,148,4,71312eda-d58d-474b-b89b-4bfd221de6d9,6f28c950-c4b3-4a09-b6fa-86eff39dbc8b
